AMX,Public_Utilities
AMYT,Health_Care
AMZN,Consumer_Services
AN,Consumer_Services
ANAB,Health_Care
ANAC,Health_Care
ANAT,Finance
ANDE,Consumer_Non-Durables
ANEB,Health_Care
ANET,Technology
ANF,Consumer_Services
ANGI,Technology
ANGN,Health_Care
ANGO,Health_Care
ANIK,Health_Care
ANIP,Health_Care
ANIX,Health_Care
ANNX,Health_Care
ANSS,Technology
ANTM,Health_Care
AOD,Finance
AOMR,Consumer_Services
AON,Finance
AOS,Capital_Goods
AOSL,Technology
AP,Capital_Goods
APA,Energy
APAM,Finance
APD,Basic_Industries
APEI,Miscellaneous
APEN,Health_Care
APG,Consumer_Services
APGB,Finance
APH,Capital_Goods
API,Technology
APLE,Consumer_Services
APLS,Health_Care
APLT,Health_Care
APM,Health_Care
APO,Finance
APP,Technology
APPF,Technology
APPN,Technology
APPS,Technology
APR,Health_Care
APRE,Health_Care
APRN,Consumer_Services
APSG,Finance
APTS,Consumer_Services
APTV,Capital_Goods
APTX,Health_Care
APVO,Health_Care
APYX,Health_Care
AQMS,Public_Utilities
AQN,Public_Utilities
AQST,Health_Care
AQUA,Capital_Goods
AR,Energy
ARAV,Health_Care
ARAY,Health_Care
ARC,Miscellaneous
ARCB,Transportation
ARCC,Finance
ARCE,Miscellaneous
ARCH,Energy
ARCO,Consumer_Services
ARCT,Health_Care
ARD,Consumer_Durables
ARDC,Finance
ARDS,Health_Care
ARDX,Health_Care
ARE,Consumer_Services
ARES,Finance
ARGO,Finance
ARGX,Health_Care
ARI,Consumer_Services
ARKO,Consumer_Services
ARKR,Consumer_Services
ARL,Consumer_Services
ARLO,Miscellaneous
ARLP,Energy
ARMK,Consumer_Services
ARNA,Health_Care
ARNC,Technology
AROC,Energy
AROW,Finance
ARQT,Health_Care
ARR,Consumer_Services
ARRY,Technology
ARTA,Finance
ARTNA,Public_Utilities
ARVL,Capital_Goods
ARVN,Health_Care
ARW,Technology
ARWR,Health_Care
ARYD,Finance
ASA,Basic_Industries
ASAI,Consumer_Services
ASAN,Technology
ASB,Finance
ASC,Transportation
ASG,Finance
ASGI,Finance
ASGN,Technology
ASH,Basic_Industries
ASIX,Basic_Industries
ASLE,Transportation
ASLN,Health_Care
ASMB,Health_Care
ASML,Technology
ASND,Health_Care
ASO,Consumer_Non-Durables
ASPC,Finance
ASPN,Capital_Goods
ASPS,Finance
ASPU,Miscellaneous
ASR,Transportation
ASRV,Finance
ASTC,Capital_Goods
ASTE,Capital_Goods
ASTS,Consumer_Services
ASUR,Technology
ASX,Technology
ASYS,Technology
ATA,Finance
ATAX,Finance
ATC,Basic_Industries
ATCO,Transportation
ATCX,Consumer_Services
ATEC,Health_Care
ATEN,Technology
ATER,Capital_Goods
ATEX,Consumer_Services
ATGE,Miscellaneous
ATH,Finance
ATHA,Consumer_Durables
ATHE,Health_Care
ATHX,Health_Care
ATI,Basic_Industries
ATIP,Health_Care
ATKR,Technology
ATLC,Finance
ATLO,Finance
ATMR,Finance
ATNF,Health_Care
ATNI,Public_Utilities
ATNX,Health_Care
ATO,Public_Utilities
ATOM,Technology
ATOS,Health_Care
ATR,Capital_Goods
ATRA,Health_Care
ATRC,Health_Care
ATRI,Health_Care
ATRO,Capital_Goods
ATRS,Health_Care
ATTO,Public_Utilities
ATUS,Public_Utilities
ATVI,Technology
ATXS,Health_Care
AU,Basic_Industries
AUB,Finance
AUBN,Finance
AUD,Consumer_Services
AUDC,Public_Utilities
AUID,Technology
AURC,Finance
AUTL,Health_Care
AVA,Public_Utilities
AVAH,Health_Care
AVAL,Finance
AVAN,Finance
AVAV,Capital_Goods
AVB,Consumer_Services
AVCO,Health_Care
AVCT,Technology
AVD,Basic_Industries
AVDL,Health_Care
AVEO,Health_Care
AVGO,Technology
AVGR,Health_Care
AVID,Technology
AVIR,Consumer_Durables
AVK,Finance
AVLR,Technology
AVNS,Health_Care
AVNT,Basic_Industries
AVNW,Capital_Goods
AVPT,Technology
AVRO,Health_Care
AVT,Technology
AVTE,Health_Care
AVTR,Basic_Industries
AVTX,Health_Care
AVXL,Health_Care
AVY,Miscellaneous
AVYA,Technology
AWF,Finance
AWH,Health_Care
AWK,Public_Utilities
AWP,Finance
AWR,Public_Utilities
AWRE,Technology
AX,Finance
AXDX,Capital_Goods
AXGN,Health_Care
AXL,Capital_Goods
AXLA,Health_Care
AXNX,Health_Care
AXON,Consumer_Non-Durables
AXP,Finance
AXR,Consumer_Services
AXS,Finance
AXSM,Health_Care
AXTA,Basic_Industries
AXTI,Technology
AY,Public_Utilities
AYI,Consumer_Durables
AYLA,Consumer_Durables
AYTU,Miscellaneous
AYX,Technology
AZN,Health_Care
AZPN,Technology
AZRE,Public_Utilities
AZUL,Transportation
AZYO,Health_Care
AZZ,Capital_Goods
B,Capital_Goods
BA,Capital_Goods
BABA,Consumer_Services
BAC,Finance
BAH,Consumer_Services
BAK,Basic_Industries
BALY,Consumer_Services
BAM,Miscellaneous
BANC,Finance
BAND,Technology
BANF,Finance
BANR,Finance
BANX,Finance
BAOS,Miscellaneous
BAP,Finance
BARK,Consumer_Services
BASE,Technology
BATRA,Consumer_Services
BATRK,Consumer_Services
BAX,Health_Care
BBAR,Finance
BBBY,Consumer_Services
BBCP,Consumer_Services
BBD,Finance
BBDC,Finance
BBDO,Finance
BBGI,Consumer_Services
BBI,Health_Care
BBIG,Consumer_Non-Durables
BBIO,Health_Care
BBL,Energy
BBN,Finance
BBQ,Consumer_Services
BBSI,Technology
BBU,Capital_Goods
BBVA,Finance
BBW,Consumer_Services
BBWI,Miscellaneous
BBY,Consumer_Services
BC,Consumer_Non-Durables
BCAB,Consumer_Durables
BCAT,Finance
BCBP,Finance
BCEI,Energy
BCEL,Health_Care
BCH,Finance
BCLI,Health_Care
BCML,Finance
BCO,Miscellaneous
BCOR,Finance
BCOV,Technology
BCOW,Finance
BCPC,Basic_Industries
BCRX,Health_Care
BCS,Finance
BCSF,Finance
BCX,Finance
BCYC,Health_Care
BDC,Basic_Industries
BDJ,Finance
BDN,Consumer_Services
BDSI,Health_Care
BDSX,Health_Care
BDTX,Health_Care
BDX,Health_Care
BE,Consumer_Durables
BEAM,Consumer_Durables
BECN,Capital_Goods
BEDU,Miscellaneous
BEEM,Technology
BEKE,Finance
BELFA,Capital_Goods
BELFB,Capital_Goods
BEN,Finance
BEP,Public_Utilities
BERY,Consumer_Non-Durables
BFAM,Miscellaneous
BFC,Finance
BFI,Consumer_Services
BFIN,Finance
BFK,Finance
BFLY,Health_Care
BFRA,Health_Care
BFS,Consumer_Services
BFST,Finance
BFZ,Finance
BG,Basic_Industries
BGB,Finance
BGCP,Finance
BGFV,Consumer_Services
BGH,Finance
BGIO,Finance
BGNE,Health_Care
BGR,Finance
BGRY,Capital_Goods
BGS,Consumer_Non-Durables
BGSF,Technology
BGT,Finance
BGX,Finance
BGY,Finance
BH,Consumer_Services
BHE,Technology
BHF,Finance
BHG,Health_Care
BHK,Finance
BHLB,Finance
BHP,Basic_Industries
BHR,Consumer_Services
BHSE,Finance
BHVN,Health_Care
BIDU,Technology
BIF,Finance
BIG,Consumer_Services
BIGC,Technology
BIIB,Health_Care
BILI,Technology
BILL,Technology
BIO,Capital_Goods
BIOC,Health_Care
BIOL,Health_Care
BIOT,Finance
BIOX,Basic_Industries
BIP,Public_Utilities
BIT,Finance
BIVI,Health_Care
BJ,Consumer_Services
BJRI,Consumer_Services
BK,Finance
BKCC,Finance
BKD,Health_Care
BKE,Consumer_Services
BKEP,Energy
BKH,Public_Utilities
BKI,Technology
BKN,Finance
BKNG,Transportation
BKR,Energy
BKSC,Finance
BKT,Finance
BKU,Finance
BL,Technology
BLBD,Capital_Goods
BLCT,Technology
BLD,Capital_Goods
BLDE,Transportation
BLDR,Consumer_Services
BLE,Finance
BLFS,Health_Care
BLFY,Finance
BLI,Consumer_Durables
BLK,Finance
BLKB,Technology
BLL,Consumer_Durables
BLMN,Consumer_Services
BLND,Technology
BLNK,Miscellaneous
BLRX,Health_Care
BLSA,Finance
BLUA,Finance
BLUE,Health_Care
BLW,Finance
BLX,Finance
BMA,Finance
BMBL,Technology
BME,Finance
BMEA,Health_Care
BMEZ,Finance
BMI,Capital_Goods
BMRA,Health_Care
BMRC,Finance
BMRN,Health_Care
BMTC,Finance
BMY,Health_Care
BNED,Consumer_Services
BNFT,Technology
BNGO,Capital_Goods
BNL,Consumer_Services
BNR,Health_Care
BNTX,Health_Care
BNY,Finance
BOAC,Finance
BOCH,Finance
BODY,Capital_Goods
BOE,Finance
BOH,Finance
BOKF,Finance
BOLT,Health_Care
BOMN,Technology
BON,Consumer_Services
BOOT,Consumer_Services
BORR,Energy
BOTJ,Finance
BOX,Technology
BOXL,Capital_Goods
BP,Energy
BPMC,Health_Care
BPMP,Energy
BPOP,Finance
BPRN,Finance
BPT,Energy
BPTS,Health_Care
BQ,Consumer_Services
BR,Miscellaneous
BRBR,Consumer_Non-Durables
BRC,Miscellaneous
BRCN,Basic_Industries
BRDG,Consumer_Services
BRFS,Consumer_Non-Durables
BRID,Consumer_Non-Durables
BRKL,Finance
BRKR,Capital_Goods
BRKS,Technology
BRLI,Finance
BRMK,Consumer_Services
BRO,Finance
BROG,Energy
BROS,Consumer_Services
BRP,Finance
BRQS,Technology
BRSP,Consumer_Services
BRT,Consumer_Services
BRW,Finance
BRX,Consumer_Services
BRY,Energy
BSAC,Finance
BSBR,Finance
BSET,Consumer_Durables
BSGM,Health_Care
BSIG,Finance
BSL,Finance
BSM,Energy
BSMX,Finance
BSN,Finance
BSRR,Finance
BST,Finance
BSTZ,Finance
BSVN,Finance
BSX,Health_Care
BSY,Technology
BTA,Finance
BTAI,Health_Care
BTAQ,Finance
BTAQU,Finance
BTBT,Finance
BTCM,Consumer_Services
BTCY,Health_Care
BTI,Consumer_Non-Durables
BTNB,Finance
BTO,Finance
BTRS,Technology
BTT,Finance
BTU,Energy
BTWN,Finance
BTZ,Finance
BUD,Consumer_Non-Durables
BUI,Finance
BUR,Consumer_Non-Durables
BURL,Consumer_Non-Durables
BUSE,Finance
BV,Miscellaneous
BVH,Consumer_Services
BVN,Basic_Industries
BVS,Health_Care
BW,Capital_Goods
BWA,Capital_Goods
BWAY,Health_Care
BWB,Finance
BWEN,Capital_Goods
BWFG,Finance
BWG,Finance
BWMN,Consumer_Services
BWMX,Consumer_Services
BX,Finance
BXC,Capital_Goods
BXMT,Consumer_Services
BXMX,Finance
BXP,Consumer_Services
BXRX,Health_Care
BXS,Finance
BY,Finance
BYD,Consumer_Services
BYFC,Finance
BYM,Finance
BYND,Consumer_Non-Durables
BYRN,Consumer_Non-Durables
BYSI,Health_Care
BYTS,Finance
BZH,Capital_Goods
BZUN,Consumer_Services
C,Finance
CAAP,Transportation
CAAS,Capital_Goods
CABA,Health_Care
CABO,Consumer_Services
CAC,Finance
CACC,Finance
CACI,Technology
CADE,Finance
CADL,Health_Care
CAF,Finance
CAG,Consumer_Non-Durables
CAH,Health_Care
CAI,Technology
CAJ,Miscellaneous
CAKE,Consumer_Services
CAL,Consumer_Non-Durables
CALA,Health_Care
CALB,Finance
CALT,Health_Care
CALX,Technology
CAMP,Consumer_Services
CAMT,Capital_Goods
CAN,Technology
CANG,Technology
CANO,Health_Care
CAPR,Health_Care
CAR,Miscellaneous
CARA,Health_Care
CARE,Finance
CARR,Capital_Goods
CARV,Finance
CASA,Technology
CASH,Finance
CASI,Health_Care
CASS,Miscellaneous
CASY,Consumer_Services
CAT,Capital_Goods
CATC,Finance
CATY,Finance
CB,Finance
CBAN,Finance
CBAT,Capital_Goods
CBAY,Health_Care
CBD,Consumer_Services
CBFV,Finance
CBH,Finance
CBIO,Health_Care
CBMB,Finance
CBNK,Finance
CBRE,Finance
CBRL,Consumer_Services
CBSH,Finance
CBT,Basic_Industries
CBTX,Finance
CBU,Finance
CBZ,Miscellaneous
CC,Basic_Industries
CCAC,Finance
CCB,Finance
CCBG,Finance
CCCC,Health_Care
CCCS,Technology
CCD,Finance
CCEL,Health_Care
CCEP,Consumer_Non-Durables
CCI,Consumer_Services
CCK,Consumer_Durables
CCLP,Energy
CCM,Health_Care
CCMP,Technology
CCNE,Finance
CCO,Technology
CCOI,Consumer_Services
CCRN,Technology
CCS,Capital_Goods
CCU,Consumer_Non-Durables
CCXI,Health_Care
CD,Finance
CDAK,Consumer_Durables
CDAY,Technology
CDE,Basic_Industries
CDEV,Energy
CDK,Technology
CDLX,Technology
CDMO,Health_Care
CDNA,Health_Care
CDNS,Technology
CDR,Consumer_Services
CDTX,Health_Care
CDW,Technology
CDXC,Consumer_Durables
CDXS,Health_Care
CDZI,Public_Utilities
CE,Basic_Industries
CEA,Transportation
CECE,Capital_Goods
CEE,Finance
CELC,Health_Care
CELH,Consumer_Non-Durables
CELU,Health_Care
CEM,Finance
CEMI,Health_Care
CEN,Finance
CENX,Basic_Industries
CEPU,Public_Utilities
CEQP,Energy
CERE,Consumer_Durables
CERN,Health_Care
CERS,Health_Care
CERT,Consumer_Durables
CEVA,Technology
CF,Basic_Industries
CFB,Finance
CFBK,Finance
CFFI,Finance
CFFN,Finance
CFG,Finance
CFLT,Technology
CFMS,Health_Care
CFR,Finance
CFRX,Health_Care
CFX,Capital_Goods
CG,Finance
CGA,Basic_Industries
CGBD,Finance
CGEM,Health_Care
CGEN,Health_Care
CGNT,Technology
CGNX,Capital_Goods
CGO,Finance
CHAA,Finance
CHCO,Finance
CHCT,Consumer_Services
CHD,Consumer_Non-Durables
CHDN,Consumer_Services
CHE,Health_Care
CHEF,Consumer_Non-Durables
CHGG,Miscellaneous
CHH,Consumer_Services
CHI,Finance
CHK,Energy
CHKP,Technology
CHMG,Finance
CHMI,Consumer_Services
CHN,Finance
CHNG,Health_Care
CHNR,Basic_Industries
CHPT,Miscellaneous
CHRA,Public_Utilities
CHRS,Health_Care
CHRW,Transportation
CHS,Consumer_Services
CHT,Public_Utilities
CHTR,Consumer_Services
CHUY,Consumer_Services
CHW,Finance
CHWY,Consumer_Services
CHX,Capital_Goods
CHY,Finance
CI,Health_Care
CIA,Finance
CIB,Finance
CIDM,Consumer_Services
CIEN,Public_Utilities
CIF,Finance
CIFR,Finance
CIG,Public_Utilities
CIH,Technology
CII,Finance
CIM,Consumer_Services
CINF,Finance
CINR,Basic_Industries
CIO,Consumer_Services
CIR,Capital_Goods
CIT,Finance
CIVB,Finance
CIZN,Finance
CKPT,Health_Care
CL,Consumer_Non-Durables
CLAR,Consumer_Non-Durables
CLB,Energy
CLBK,Finance
CLBS,Health_Care
CLDB,Finance
CLDR,Technology
CLDT,Consumer_Services
CLDX,Health_Care
CLFD,Public_Utilities
CLGN,Health_Care
CLI,Consumer_Services
CLIR,Technology
CLLS,Health_Care
CLMT,Energy
CLNE,Public_Utilities
CLNN,Consumer_Durables
CLOV,Health_Care
CLPR,Consumer_Services
CLPS,Technology
CLPT,Health_Care
CLR,Energy
CLRB,Health_Care
CLSD,Health_Care
CLSK,Technology
CLSN,Health_Care
CLVS,Health_Care
CLVT,Consumer_Services
CLW,Basic_Industries
CLX,Consumer_Durables
CLXT,Consumer_Non-Durables
CMA,Finance
CMAX,Technology
CMBM,Technology
CMC,Basic_Industries
CMCM,Technology
CMCO,Capital_Goods
CMCSA,Consumer_Services
CMCT,Consumer_Services
CME,Finance
CMG,Consumer_Services
CMI,Capital_Goods
CMLS,Consumer_Services
CMMB,Health_Care
CMO,Consumer_Services
CMP,Basic_Industries
CMPI,Consumer_Durables
CMPR,Consumer_Services
CMPS,Health_Care
CMRE,Transportation
CMRX,Health_Care
CMS,Public_Utilities
CMTL,Technology
CMU,Finance
CNA,Finance
CNBKA,Finance
CNC,Health_Care
CNCE,Health_Care
CNDT,Technology
CNEY,Basic_Industries
CNF,Finance
CNHI,Capital_Goods
CNK,Consumer_Services
CNM,Capital_Goods
CNMD,Health_Care
CNNE,Consumer_Services
CNO,Finance
CNOB,Finance
CNP,Public_Utilities
CNR,Capital_Goods
CNS,Finance
CNSL,Public_Utilities
CNTB,Health_Care
CNTG,Health_Care
CNTY,Consumer_Services
CNVY,Technology
CNX,Energy
CNXC,Technology
CNXN,Technology
CO,Health_Care
COCP,Health_Care
CODA,Capital_Goods
CODX,Health_Care
COE,Miscellaneous
COF,Finance
COFS,Finance
COG,Energy
COGT,Health_Care
COHR,Capital_Goods
COHU,Capital_Goods
COIN,Technology
COKE,Consumer_Non-Durables
COLB,Finance
COLD,Finance
COLL,Health_Care
COLM,Consumer_Non-Durables
COMM,Technology
COMP,Technology
COMS,Consumer_Services
CONE,Consumer_Services
CONN,Consumer_Services
COO,Health_Care
COOK,Capital_Goods
COOL,Finance
COOP,Finance
COP,Energy
COR,Consumer_Services
CORR,Consumer_Services
CORT,Health_Care
COST,Consumer_Services
COTY,Consumer_Non-Durables
COUP,Technology
COUR,Miscellaneous
COVA,Finance
COWN,Finance
CPA,Transportation
CPAC,Capital_Goods
CPB,Consumer_Non-Durables
CPE,Energy
CPF,Finance
CPHC,Consumer_Services
CPK,Public_Utilities
CPLG,Consumer_Services
CPLP,Transportation
CPNG,Capital_Goods
CPRT,Miscellaneous
CPRX,Health_Care
CPS,Capital_Goods
CPSI,Technology
CPSS,Finance
CPT,Consumer_Services
CPTK,Finance
CPZ,Finance
CR,Capital_Goods
CRAI,Miscellaneous
CRBP,Health_Care
CRBU,Consumer_Durables
CRC,Energy
CRCT,Capital_Goods
CRDF,Health_Care
CREE,Technology
CRESY,Finance
CRH,Capital_Goods
CRHC,Finance
CRI,Consumer_Services
CRIS,Health_Care
CRK,Energy
CRL,Consumer_Services
CRM,Technology
CRMD,Health_Care
CRMT,Consumer_Services
CRNC,Technology
CRNT,Technology
CRNX,Health_Care
CROX,Consumer_Non-Durables
CRS,Basic_Industries
CRSP,Health_Care
CRSR,Technology
CRT,Energy
CRTO,Technology
CRTX,Health_Care
CRUS,Technology
CRVL,Finance
CRVS,Health_Care
CRWD,Technology
CRWS,Basic_Industries
CRY,Health_Care
CRZN,Finance
CS,Finance
CSAN,Consumer_Durables
CSBR,Health_Care
CSCO,Technology
CSGP,Finance
CSGS,Technology
CSII,Health_Care
CSLT,Health_Care
CSOD,Technology
CSPR,Consumer_Durables
CSQ,Finance
CSR,Consumer_Services
CSSE,Consumer_Services
CSTA,Finance
CSTE,Capital_Goods
CSTL,Health_Care
CSTM,Basic_Industries
CSTR,Finance
CSU,Health_Care
CSV,Miscellaneous
CSWC,Finance
CSWI,Basic_Industries
CSX,Transportation
CTAC,Finance
CTAS,Miscellaneous
CTBI,Finance
CTG,Technology
CTHR,Consumer_Non-Durables
CTIC,Health_Care
CTK,Technology
CTKB,Health_Care
CTLP,Technology
CTLT,Health_Care
CTMX,Health_Care
CTO,Consumer_Services
CTOS,Technology
CTR,Finance
CTRE,Consumer_Services
CTRM,Transportation
CTS,Capital_Goods
CTSH,Technology
CTSO,Health_Care
CTT,Consumer_Services
CTVA,Basic_Industries
CTXR,Health_Care
CTXS,Technology
CUBE,Consumer_Services
CUBI,Finance
CUE,Health_Care
CULL,Finance
CULP,Basic_Industries
CURI,Consumer_Services
CURO,Finance
CURV,Consumer_Services
CUTR,Health_Care
CUZ,Consumer_Services
CVAC,Health_Care
CVBF,Finance
CVCO,Basic_Industries
CVCY,Finance
CVET,Health_Care
CVGI,Capital_Goods
CVI,Energy
CVLG,Transportation
CVLT,Technology
CVLY,Finance
CVNA,Consumer_Services
CVRX,Health_Care
CVS,Health_Care
CVX,Energy
CW,Capital_Goods
CWBC,Finance
CWBR,Health_Care
CWCO,Public_Utilities
CWEN,Public_Utilities
CWH,Capital_Goods
CWK,Finance
CWST,Public_Utilities
CWT,Public_Utilities
CX,Capital_Goods
CXDO,Consumer_Services
CXE,Finance
CXH,Finance
CXM,Technology
CXP,Consumer_Services
CXW,Consumer_Services
CYAD,Health_Care
CYBE,Capital_Goods
CYBR,Technology
CYCC,Health_Care
CYCN,Health_Care
CYD,Capital_Goods
CYH,Health_Care
CYT,Health_Care
CYTK,Health_Care
CYXT,Technology
CZNC,Finance
CZOO,Consumer_Durables
CZR,Consumer_Services
CZWI,Finance
D,Public_Utilities
DAC,Transportation
DADA,Consumer_Services
DAIO,Capital_Goods
DAKT,Capital_Goods
DAL,Transportation
DAN,Capital_Goods
DAO,Consumer_Services
DAR,Consumer_Non-Durables
DARE,Health_Care
DASH,Capital_Goods
DATS,Technology
DAVA,Technology
DAWN,Health_Care
DB,Finance
DBD,Technology
DBI,Consumer_Services
DBRG,Consumer_Services
DBTX,Health_Care
DBVT,Health_Care
DBX,Technology
DCF,Finance
DCI,Capital_Goods
DCO,Capital_Goods
DCOM,Finance
DCP,Public_Utilities
DCPH,Health_Care
DCT,Technology
DCTH,Health_Care
DD,Capital_Goods
DDD,Technology
DDF,Finance
DDI,Technology
DDOG,Technology
DDS,Consumer_Services
DE,Capital_Goods
DEA,Consumer_Services
DECK,Consumer_Non-Durables
DEH,Finance
DEI,Consumer_Services
DELL,Technology
DEN,Energy
DENN,Consumer_Services
DEO,Consumer_Non-Durables
DESP,Transportation
DEX,Finance
DFFN,Health_Care
DFIN,Finance
DFP,Finance
DFPH,Finance
DFS,Finance
DG,Consumer_Services
DGICA,Finance
DGICB,Finance
DGII,Technology
DGLY,Miscellaneous
DGNS,Finance
DGNU,Finance
DGX,Health_Care
DH,Technology
DHC,Consumer_Services
DHCA,Finance
DHF,Finance
DHIL,Finance
DHR,Capital_Goods
DHT,Transportation
DHX,Technology
DIAX,Finance
DIBS,Miscellaneous
DICE,Health_Care
DIN,Consumer_Services
DIOD,Technology
DIS,Consumer_Services
DISA,Finance
DISCA,Consumer_Services
DISCB,Consumer_Services
DISCK,Consumer_Services
DISH,Consumer_Services
DJCO,Consumer_Services
DK,Energy
DKL,Energy
DKNG,Consumer_Services
DKS,Consumer_Services
DLB,Technology
DLCA,Finance
DLHC,Miscellaneous
DLR,Consumer_Services
DLTH,Consumer_Services
DLTR,Consumer_Services
DLX,Technology
DLY,Finance
DM,Technology
DMB,Finance
DMLP,Energy
DMO,Finance
DMRC,Technology
DMS,Technology
DMTK,Health_Care
DNAD,Health_Care
DNAY,Health_Care
DNB,Technology
DNLI,Health_Care
DNMR,Consumer_Non-Durables
